"","Region","NewArea","NewArea2","Decile","N","Max","Min","Mean"
"495","Rural",5,"Kermanshah","3",8,2349250,2169666.66666667,2281906.48539474
"496","Rural",5,"Kermanshah","6",38,3564000,3133410.25641026,3344678.45089153
"497","Rural",5,"Kermanshah","5",24,3113625,2764300,2953414.15531718
"498","Rural",5,"Kermanshah","4",13,2697000,2413194.44444444,2555945.39770225
"499","Rural",6,"Khoozestan","4",87,3780263.15789474,3314583.33333333,3526978.0337448
"500","Rural",6,"Khoozestan","2",55,2804411.76470588,2245161.29032258,2570917.9489296
"501","Rural",6,"Khoozestan","3",73,3300606.06060606,2813947.36842105,3067336.43414439
"502","Rural",6,"Khoozestan","5",92,4300000,3788363.63636364,4040295.52246956
"503","Rural",6,"Khoozestan","1",23,2218888.88888889,1008333.33333333,1862048.38512366
"504","Rural",6,"Khoozestan","6",86,4901851.85185185,4315625,4577525.54128841
"505","Rural",6,"Khoozestan","7",104,5651851.85185185,4920689.65517241,5254779.75704449
"506","Rural",6,"Khoozestan","10",65,48777647.0588235,8867941.17647059,12589562.2033416
"507","Rural",6,"Khoozestan","9",73,8758235.29411765,6852272.72727273,7636641.88043374
"508","Rural",6,"Khoozestan","8",62,6796666.66666667,5667647.05882353,6224598.7677542
"509","Rural",7,"Fars","5",82,4832666.66666667,4265454.54545454,4536885.24522957
"510","Rural",7,"Fars","8",90,7611818.18181818,6388593.75,6865784.21818053
"511","Rural",7,"Fars","7",89,6359090.90909091,5530645.16129032,5912112.47708723
"512","Rural",7,"Fars","4",97,4249862.06896552,3735185.18518519,4003326.42805682
"513","Rural",7,"Fars","10",69,58880000,9931250,14498101.3452682
"514","Rural",7,"Fars","1",51,2495937.5,1451388.88888889,2127191.27211493
"515","Rural",7,"Fars","6",77,5507777.77777778,4841463.41463415,5146322.05848881
"516","Rural",7,"Fars","3",83,3692896.55172414,3153806.4516129,3426083.78266942
"517","Rural",7,"Fars","2",73,3148529.41176471,2501225.80645161,2865813.37890327
"518","Rural",7,"Fars","9",82,9923548.38709678,7646774.19354839,8573165.31735529
"519","Rural",8,"Kerman","6",44,4635882.35294118,4084375,4310766.94470326
"520","Rural",8,"Kerman","4",73,3582352.94117647,3139090.90909091,3340070.63968039
"521","Rural",8,"Kerman","2",125,2656666.66666667,2105625,2381270.66733408
"522","Rural",8,"Kerman","3",79,3132352.94117647,2669629.62962963,2892410.24672916
"523","Rural",8,"Kerman","1",77,2095833.33333333,930526.315789474,1799644.46493685
"524","Rural",8,"Kerman","7",38,5366770.83333333,4657894.73684211,5008254.46525534
"525","Rural",8,"Kerman","8",38,6441666.66666667,5388148.14814815,5862576.03937539
"526","Rural",8,"Kerman","5",59,4079411.76470588,3596363.63636364,3800721.35132051
"527","Rural",8,"Kerman","9",29,8340000,6476470.58823529,7230136.85889407
"528","Rural",8,"Kerman","10",12,23460416.6666667,8393448.27586207,11022972.9407197
"529","Rural",9,"Khorasan_Razavi","7",88,5497777.77777778,4773478.26086957,5155372.07449499
"530","Rural",9,"Khorasan_Razavi","1",36,2145555.55555556,1152482.75862069,1828733.33073126
"531","Rural",9,"Khorasan_Razavi","10",118,44291560,8627058.82352941,12944718.321059
"532","Rural",9,"Khorasan_Razavi","8",95,6590740.74074074,5520537.03703704,6056039.29919531
"533","Rural",9,"Khorasan_Razavi","4",86,3680185.18518519,3216250,3456533.50318259
"534","Rural",9,"Khorasan_Razavi","9",105,8592894.73684211,6617931.03448276,7580917.63415064
"535","Rural",9,"Khorasan_Razavi","3",84,3213750,2737272.72727273,2979363.16088699
"536","Rural",9,"Khorasan_Razavi","5",80,4188529.41176471,3682414.63414634,3940903.98154348
"537","Rural",9,"Khorasan_Razavi","6",96,4769444.44444444,4195205.12820513,4457571.82042637
"538","Rural",9,"Khorasan_Razavi","2",54,2723529.41176471,2170588.23529412,2490728.63941026
"539","Rural",10,"Esfahan","2",42,3116578.94736842,2483437.5,2806874.41425247
"540","Rural",10,"Esfahan","1",26,2476470.58823529,635294.117647059,2125378.76403222
"541","Rural",10,"Esfahan","6",58,5463709.67741936,4844772.72727273,5131354.60218697
"542","Rural",10,"Esfahan","8",90,7585294.11764706,6327647.05882353,6946261.88483383
"543","Rural",10,"Esfahan","5",66,4805882.35294118,4227586.20689655,4538914.02315028
"544","Rural",10,"Esfahan","3",68,3687647.05882353,3137407.40740741,3434848.81842958
"545","Rural",10,"Esfahan","7",71,6325000,5486363.63636364,5884083.93543672
"546","Rural",10,"Esfahan","10",94,110346000,9927419.35483871,16228126.5267396
"547","Rural",10,"Esfahan","9",81,9826590.90909091,7600937.5,8732501.66273624
"548","Rural",10,"Esfahan","4",57,4223333.33333333,3697545.45454545,3947126.34218368
"549","Rural",11,"Sistan","3",89,3263793.10344828,2774687.5,3017655.79273811
"550","Rural",11,"Sistan","1",308,2190909.09090909,537500,1524005.24526479
"551","Rural",11,"Sistan","2",104,2772222.22222222,2196707.31707317,2490123.7428361
"552","Rural",11,"Sistan","5",36,4221818.18181818,3756000,3976019.84845106
"553","Rural",11,"Sistan","6",31,4850925.92592593,4271153.84615385,4584418.80269841
"554","Rural",11,"Sistan","8",15,6633148.14814815,5686851.85185185,6245117.38058976
"555","Rural",11,"Sistan","7",24,5581818.18181818,4853125,5271507.84400555
"556","Rural",11,"Sistan","4",56,3720312.5,3281111.11111111,3477632.50119818
"557","Rural",11,"Sistan","9",8,8190909.09090909,6750370.37037037,7392456.42916737
"558","Rural",11,"Sistan","10",8,15758823.5294118,9240588.23529412,11701717.3598258
"559","Rural",12,"Kordestan","5",52,4909448.27586207,4335294.11764706,4616392.5699545
"560","Rural",12,"Kordestan","7",34,6455925.92592593,5613181.81818182,5990518.15583613
"561","Rural",12,"Kordestan","9",25,9933409.09090909,7804166.66666667,8714572.01915177
"562","Rural",12,"Kordestan","8",33,7633200,6482958.33333333,6959197.19895173
"563","Rural",12,"Kordestan","10",14,35640322.5806452,10213333.3333333,14553201.8791976
"564","Rural",12,"Kordestan","4",40,4325275.86206897,3798823.52941176,4034303.06826008
"565","Rural",12,"Kordestan","6",40,5605235.29411765,4934117.64705882,5241989.70104208
"566","Rural",12,"Kordestan","3",29,3779090.90909091,3209534.88372093,3512025.90995114
"567","Rural",12,"Kordestan","2",30,3201666.66666667,2576200,2942355.15892203
"568","Rural",12,"Kordestan","1",19,2494000,1133000,1937045.4544803
"569","Rural",13,"Hamedan","10",154,21708529.4117647,6157812.5,8961121.28874419
"570","Rural",13,"Hamedan","9",102,6146451.61290323,4748518.51851852,5387566.615612
"571","Rural",13,"Hamedan","8",74,4726206.89655172,3964583.33333333,4371398.23006214
"572","Rural",13,"Hamedan","7",68,3924117.64705882,3422916.66666667,3670213.66971076
"573","Rural",13,"Hamedan","5",37,2977777.77777778,2639705.88235294,2801944.11775991
"574","Rural",13,"Hamedan","2",17,1938461.53846154,1576470.58823529,1790725.52201946
"575","Rural",13,"Hamedan","3",27,2296818.18181818,1968750,2134925.84280976
"576","Rural",13,"Hamedan","6",53,3414193.5483871,3013888.88888889,3198053.55553912
"577","Rural",13,"Hamedan","4",39,2636046.51162791,2322352.94117647,2493563.75716429
"578","Rural",13,"Hamedan","1",25,1502083.33333333,385294.117647059,952479.701569777
"579","Rural",14,"Chaharmahal","4",72,5267500,4620000,4960664.85232566
"580","Rural",14,"Chaharmahal","5",62,5993225.80645161,5280518.51851852,5611663.64512554
"581","Rural",14,"Chaharmahal","2",72,3898235.29411765,3134705.88235294,3549012.45295995
"582","Rural",14,"Chaharmahal","8",41,9418421.05263158,7904375,8500268.18617276
"583","Rural",14,"Chaharmahal","6",37,6834705.88235294,6004545.45454545,6400372.86492826
"584","Rural",14,"Chaharmahal","3",77,4594062.5,3919705.88235294,4226561.79474846
"585","Rural",14,"Chaharmahal","1",46,3065161.29032258,983333.333333333,2521252.56691847
"586","Rural",14,"Chaharmahal","7",43,7895588.23529412,6851176.47058824,7446500.54898584
"587","Rural",14,"Chaharmahal","9",22,12298235.2941176,9570625,10847155.9725068
"588","Rural",14,"Chaharmahal","10",17,35401352.9411765,12359954.5454545,19645591.3676982
"589","Rural",15,"Lorestan","5",64,3494516.12903226,3087222.22222222,3276554.76602041
"590","Rural",15,"Lorestan","3",49,2685000,2283541.66666667,2492764.11767893
"591","Rural",15,"Lorestan","1",10,1739189.18918919,1335500,1562945.39862829
"592","Rural",15,"Lorestan","2",39,2270909.09090909,1810000,2085741.9410057
"593","Rural",15,"Lorestan","7",77,4603947.36842105,4e+06,4293685.84680945
"594","Rural",15,"Lorestan","8",75,5504558.82352941,4612272.72727273,5025407.33555794
"595","Rural",15,"Lorestan","6",85,3985322.58064516,3504117.64705882,3715799.33067815
"596","Rural",15,"Lorestan","4",54,3074117.64705882,2689886.36363636,2869164.70782396
"597","Rural",15,"Lorestan","10",59,27383437.5,7196136.36363636,9966875.50465648
"598","Rural",15,"Lorestan","9",61,7170526.31578947,5560138.88888889,6288003.43688496
"599","Rural",16,"Ilam","10",100,18226470.5882353,6286363.63636364,8342279.03913924
"600","Rural",16,"Ilam","7",61,3969237.28813559,3463888.88888889,3709899.05642189
"601","Rural",16,"Ilam","8",99,4788292.68292683,4009375,4425132.11209368
"602","Rural",16,"Ilam","9",112,6216896.55172414,4806666.66666667,5413483.45435275
"603","Rural",16,"Ilam","4",23,2639090.90909091,2353825.64102564,2527135.68236455
"604","Rural",16,"Ilam","3",15,2323442.30769231,2032586.20689655,2157048.15325227
"605","Rural",16,"Ilam","6",59,3444605.26315789,3042258.06451613,3235888.65412445
"606","Rural",16,"Ilam","5",46,3035312.5,2670833.33333333,2845387.60376436
"607","Rural",16,"Ilam","2",8,1973125,1602173.91304348,1795510.81565532
"608","Rural",16,"Ilam","1",5,1554545.45454545,850000,1353075.82288401
"609","Rural",17,"Kohkilooye","2",119,4698823.52941176,3740740.74074074,4251125.34627991
"610","Rural",17,"Kohkilooye","1",127,3723333.33333333,1369487.17948718,2982477.17723771
"611","Rural",17,"Kohkilooye","5",64,7221851.85185185,6358260.86956522,6733737.97610223
"612","Rural",17,"Kohkilooye","3",95,5545614.03508772,4758000,5130722.85403751
"613","Rural",17,"Kohkilooye","7",33,9489545.45454545,8239545.45454545,8794508.76746101
"614","Rural",17,"Kohkilooye","4",82,6333636.36363636,5554166.66666667,5928800.43707804
"615","Rural",17,"Kohkilooye","6",39,8058333.33333333,7233333.33333333,7615700.19012433
"616","Rural",17,"Kohkilooye","8",20,11209411.7647059,9538750,10115280.4633017
"617","Rural",17,"Kohkilooye","9",6,13703863.6363636,11707105.2631579,12509025.6630719
"618","Rural",17,"Kohkilooye","10",2,19821176.4705882,15445000,17633088.2352941
"619","Rural",18,"Booshehr","9",68,9842000,7687500,8485382.86224381
"620","Rural",18,"Booshehr","5",63,4848333.33333333,4265909.09090909,4557441.22145853
"621","Rural",18,"Booshehr","10",52,31101000,10005263.1578947,12895502.4529802
"622","Rural",18,"Booshehr","6",65,5512916.66666667,4870925.92592593,5201980.04130073
"623","Rural",18,"Booshehr","3",38,3716129.03225806,3179166.66666667,3446787.22839908
"624","Rural",18,"Booshehr","1",15,2482592.59259259,1849705.88235294,2182418.62007777
"625","Rural",18,"Booshehr","8",69,7660370.37037037,6390967.74193549,6872734.56934361
"626","Rural",18,"Booshehr","2",39,3140416.66666667,2511184.21052632,2887830.15718915
"627","Rural",18,"Booshehr","4",64,4263529.41176471,3757173.91304348,4002247.1025851
"628","Rural",18,"Booshehr","7",62,6364444.44444444,5559629.62962963,5943267.16157602
"629","Rural",19,"Zanjan","7",41,6728117.64705882,5855101.85185185,6254467.53699782
"630","Rural",19,"Zanjan","4",58,4490229.16666667,3940259.25925926,4214200.05431794
"631","Rural",19,"Zanjan","3",59,3926983.33333333,3367058.82352941,3656160.53707375
"632","Rural",19,"Zanjan","6",58,5829932.72727273,5141763.63636364,5444355.10506627
"633","Rural",19,"Zanjan","8",52,8049596.77419355,6748960,7236453.49897824
"634","Rural",19,"Zanjan","9",45,10495523.5294118,8183176.47058824,9112624.75415517
"635","Rural",19,"Zanjan","10",31,56083130.9090909,10761306.8181818,18593648.9468171
"636","Rural",19,"Zanjan","5",68,5121017.24137931,4506878.04878049,4817413.80544651
"637","Rural",19,"Zanjan","1",50,2599444.44444444,537425,1835275.89786072
"638","Rural",19,"Zanjan","2",52,3324415.625,2645754.54545455,3027739.97306529
"639","Rural",20,"Semnan","9",54,7910000,6132000,6946303.7321846
"640","Rural",20,"Semnan","1",19,1999375,1215000,1739817.8348401
"641","Rural",20,"Semnan","7",46,5073636.36363636,4423806.4516129,4713878.28908115
"642","Rural",20,"Semnan","4",54,3405172.4137931,2987037.03703704,3216863.6931466
"643","Rural",20,"Semnan","6",63,4408235.29411765,3886666.66666667,4146361.88034837
"644","Rural",20,"Semnan","5",71,3871000,3425000,3627401.71915299
"645","Rural",20,"Semnan","8",63,6075000,5126666.66666667,5563658.37939949
"646","Rural",20,"Semnan","3",43,2973046.875,2535416.66666667,2780417.387506
"647","Rural",20,"Semnan","10",39,26108823.5294118,8135000,11205574.2869077
"648","Rural",20,"Semnan","2",27,2524838.70967742,2e+06,2291400.24232921
"649","Rural",21,"Yazd","10",255,43348705.8823529,7504037.03703704,11832037.212894
"650","Rural",21,"Yazd","7",61,4794137.93103448,4179629.62962963,4509247.46873665
"651","Rural",21,"Yazd","9",135,7491365.51724138,5793718.75,6536707.1516251
"652","Rural",21,"Yazd","5",31,3648150.37037037,3213906.97674419,3422787.36165474
"653","Rural",21,"Yazd","4",20,3186470.58823529,2859705.88235294,3068527.22550306
"654","Rural",21,"Yazd","8",84,5761764.70588235,4815185.18518518,5293054.51971803
"655","Rural",21,"Yazd","6",34,4160000,3662981.11111111,3906150.21234712
"656","Rural",21,"Yazd","3",12,2733500,2412607.40740741,2532266.74324761
"657","Rural",21,"Yazd","2",13,2372489.58333333,2040370.37037037,2170852.19065624
"658","Rural",21,"Yazd","1",4,1619736.84210526,1207500,1419309.21052632
"659","Rural",22,"Hormozgan","2",58,3158103.44827586,2516562.5,2837439.56774514
"660","Rural",22,"Hormozgan","5",51,4860843.75,4274027.77777778,4573325.47523423
"661","Rural",22,"Hormozgan","3",53,3730000,3176000,3465009.90839725
"662","Rural",22,"Hormozgan","7",67,6389096.36363636,5555645.16129032,6003304.74014378
"663","Rural",22,"Hormozgan","10",79,26896617.6470588,9987083.33333333,13544476.2997256
"664","Rural",22,"Hormozgan","9",88,9950769.23076923,7689062.5,8689076.9455582
"665","Rural",22,"Hormozgan","6",62,5538363.63636364,4863965.51724138,5194260.7134327
"666","Rural",22,"Hormozgan","8",79,7674814.81481481,6404750,7055271.62475093
"667","Rural",22,"Hormozgan","4",57,4256052.63157895,3776976.74418605,3993954.29650801
"668","Rural",22,"Hormozgan","1",76,2492973.51351351,1007179.74358974,1928749.4408579
"669","Rural",23,"Tehran","5",60,5303882.35294118,4670000,4971077.80906319
"670","Rural",23,"Tehran","7",68,6974375,6056000,6512049.44487103
"671","Rural",23,"Tehran","6",64,6025000,5315882.35294118,5648995.38989675
"672","Rural",23,"Tehran","9",66,10780806.4516129,8401250,9409077.75398922
"673","Rural",23,"Tehran","8",86,8311578.94736842,6982045.45454545,7624405.02237474
"674","Rural",23,"Tehran","4",46,4657555.55555556,4088823.52941176,4367140.02427125
"675","Rural",23,"Tehran","2",17,3445625,2809629.62962963,3200537.20953281
"676","Rural",23,"Tehran","1",8,2634594.59459459,942000,2307987.96283426
"677","Rural",23,"Tehran","3",31,4064814.81481481,3461935.48387097,3828369.49383224
"678","Rural",23,"Tehran","10",47,164494000,10914000,22549546.9730753
"679","Rural",24,"Ardebil","7",48,7053859.64912281,6115172.4137931,6482196.39897432
"680","Rural",24,"Ardebil","4",54,4702500,4134901.96078431,4412154.0357196
"681","Rural",24,"Ardebil","3",64,4118750,3501388.88888889,3824412.91195352
"682","Rural",24,"Ardebil","6",45,6112352.94117647,5388235.29411765,5692661.10877917
"683","Rural",24,"Ardebil","8",42,8282000,7110370.37037037,7714650.08007183
"684","Rural",24,"Ardebil","5",53,5363103.44827586,4716470.58823529,5005331.94686408
"685","Rural",24,"Ardebil","10",36,31091666.6666667,11021764.7058824,15185868.8202865
"686","Rural",24,"Ardebil","2",48,3484705.88235294,2769318.18181818,3124718.14515282
"687","Rural",24,"Ardebil","9",27,10820833.3333333,8597916.66666667,9583555.53938589
"688","Rural",24,"Ardebil","1",40,2734062.5,1255882.35294118,2233605.57643011
"689","Rural",25,"Ghom","3",37,3064511.76470588,2616177.41935484,2871548.71141374
"690","Rural",25,"Ghom","6",45,4563625,4040625,4270173.41199253
"691","Rural",25,"Ghom","10",51,26360323.5294118,8260650,11752074.2294274
"692","Rural",25,"Ghom","8",53,6300100,5284323.52941176,5780569.46951438
"693","Rural",25,"Ghom","4",34,3506835.29411765,3093189.65517241,3316103.54004566
"694","Rural",25,"Ghom","2",32,2608544.11764706,2141289.47368421,2379887.23378032
"695","Rural",25,"Ghom","9",48,8172352.94117647,6379000,7053007.80513991
"696","Rural",25,"Ghom","7",38,5279541.66666667,4572020.83333333,4946595.56555876
"697","Rural",25,"Ghom","5",39,4010812.5,3532000,3763933.96829831
"698","Rural",25,"Ghom","1",13,2060272.72727273,1245431.03448276,1699979.66362128
"699","Rural",26,"Ghazvin","10",167,36010833.3333333,7592291.66666667,10789153.3701343
"700","Rural",26,"Ghazvin","8",99,5827586.20689655,4868181.81818182,5343613.32811758
"701","Rural",26,"Ghazvin","9",140,7584772.72727273,5850344.82758621,6684005.81513206
"702","Rural",26,"Ghazvin","7",55,4865000,4217777.77777778,4535127.8667019
"703","Rural",26,"Ghazvin","5",25,3673815.78947368,3273965.51724138,3481886.88490913
"704","Rural",26,"Ghazvin","3",17,2805882.35294118,2420000,2650774.54661409
"705","Rural",26,"Ghazvin","6",39,4208157.89473684,3709032.25806452,3965416.57028867
"706","Rural",26,"Ghazvin","4",19,3238333.33333333,2880588.23529412,3067319.29886692
"707","Rural",26,"Ghazvin","2",4,2351290.32258065,1912000,2191529.89771833
"708","Rural",26,"Ghazvin","1",2,1872413.79310345,1707000,1789706.89655172
"709","Rural",27,"Golestan","8",96,5358281.25,4495441.17647059,4922810.2049175
"710","Rural",27,"Golestan","10",110,38780000,7016764.70588235,10695198.2840948
"711","Rural",27,"Golestan","5",58,3404473.68421053,3010370.37037037,3191336.02130675
"712","Rural",27,"Golestan","7",80,4485000,3889090.90909091,4188467.6236527
"713","Rural",27,"Golestan","9",92,6984117.64705882,5390740.74074074,6136565.95410836
"714","Rural",27,"Golestan","4",43,2988125,2632352.94117647,2802062.2172784
"715","Rural",27,"Golestan","1",21,1722058.82352941,740000,1342252.46892861
"716","Rural",27,"Golestan","6",77,3871718.75,3415468.75,3622790.64547158
"717","Rural",27,"Golestan","3",62,2619782.60869565,2240058.82352941,2438497.67896595
"718","Rural",27,"Golestan","2",36,2214117.64705882,1771111.11111111,2043464.22890151
"719","Rural",28,"Khorasan_Shomali","9",55,9214117.64705882,7168000,7944010.7593904
"720","Rural",28,"Khorasan_Shomali","5",91,4502900,3957407.40740741,4194609.43287689
"721","Rural",28,"Khorasan_Shomali","2",83,2932500,2341764.70588235,2636460.10828371
"722","Rural",28,"Khorasan_Shomali","7",68,5908000,5137727.27272727,5513840.01100729
"723","Rural",28,"Khorasan_Shomali","10",30,19047058.8235294,9287000,12133272.9523112
"724","Rural",28,"Khorasan_Shomali","3",96,3454772.72727273,2948481.48148148,3217198.99398083
"725","Rural",28,"Khorasan_Shomali","4",89,3952625,3470833.33333333,3696284.82320261
"726","Rural",28,"Khorasan_Shomali","6",87,5122937.5,4504594.59459459,4799980.23337498
"727","Rural",28,"Khorasan_Shomali","8",54,7105185.18518518,5960588.23529412,6494123.2479328
"728","Rural",28,"Khorasan_Shomali","1",42,2319000,1567741.93548387,2055272.46690835
"729","Rural",29,"Khorasan_Jonoobi","4",93,3577777.77777778,3143703.7037037,3348047.87507057
"730","Rural",29,"Khorasan_Jonoobi","5",84,4081000,3591764.70588235,3815431.60579203
"731","Rural",29,"Khorasan_Jonoobi","8",36,6343902.43902439,5380454.54545454,5845597.08446995
"732","Rural",29,"Khorasan_Jonoobi","7",53,5350967.74193548,4666176.47058824,5024600.81087272
"733","Rural",29,"Khorasan_Jonoobi","9",31,8156470.58823529,6492500,7387040.8692937
"734","Rural",29,"Khorasan_Jonoobi","10",30,16129166.6666667,8381481.48148148,10831630.0417314
"735","Rural",29,"Khorasan_Jonoobi","3",81,3132000,2663500,2914979.75153167
"736","Rural",29,"Khorasan_Jonoobi","1",110,2102352.94117647,941176.470588235,1681453.00476234
"737","Rural",29,"Khorasan_Jonoobi","6",55,4625000,4090740.74074074,4341623.71484375
"738","Rural",29,"Khorasan_Jonoobi","2",132,2650000,2109000,2402768.79750603
"739","Rural",30,"Alborz","7",77,6966851.85185185,6070483.87096774,6500942.82548728
"740","Rural",30,"Alborz","10",132,68271875,10912962.962963,16143183.2980069
"741","Rural",30,"Alborz","9",129,10889425,8404677.41935484,9624662.95959111
"742","Rural",30,"Alborz","8",88,8362916.66666667,7004000,7733181.43862447
"743","Rural",30,"Alborz","6",39,6031111.11111111,5343235.29411765,5707997.25409537
"744","Rural",30,"Alborz","2",11,3440795.45454545,2878437.5,3219129.11185079
"745","Rural",30,"Alborz","3",18,4065483.87096774,3498010,3837677.20252384
"746","Rural",30,"Alborz","4",15,4626500,4121029.41176471,4458732.7989698
"747","Rural",30,"Alborz","1",4,2715833.33333333,1579613.20754717,2088711.22393928
"748","Rural",30,"Alborz","5",26,5301029.41176471,4683125,5012841.0988158
