,Region,NewArea,NewArea2,Decile,N,Max,Min,Mean
47,Urban,30,Alborz,1,2,4425000,3979347.826,4202173.913
94,Urban,30,Alborz,2,6,5493888.889,5048750,5201304.791
140,Urban,30,Alborz,3,12,6462954.545,5762272.727,6194963.104
153,Urban,30,Alborz,4,13,7349545.455,6469668.421,6977861.126
221,Urban,30,Alborz,5,14,8158569.444,7405185.185,7855286.375
278,Urban,30,Alborz,6,11,9031363.636,8368863.636,8742190.828
329,Urban,30,Alborz,7,3,10804814.81,10660588.24,10719528.29
349,Urban,30,Alborz,8,16,12931111.11,11007592.59,11988621.53
406,Urban,30,Alborz,9,14,16743181.82,13186470,15045924.06
437,Urban,0,Markazi,10,53,51193000,14413541.67,18692321.35
25,Urban,24,Ardebil,1,64,3639863.014,1663000,2978145.399
49,Urban,24,Ardebil,2,60,4446176.471,3643870.968,4052894.824
118,Urban,24,Ardebil,3,55,5161612.903,4465588.235,4800409.641
172,Urban,24,Ardebil,4,61,5895517.241,5186451.613,5553195.058
210,Urban,24,Ardebil,5,56,6610454.545,5906363.636,6261391.081
241,Urban,24,Ardebil,6,41,7502000,6638333.333,7072744.717
315,Urban,24,Ardebil,7,54,8751176.471,7599310.345,8146076.233
339,Urban,24,Ardebil,8,34,10435555.56,8793255.814,9465619.155
416,Urban,24,Ardebil,9,46,13744117.65,10638750,11867036.25
753,Rural,0,Markazi,10,113,48695909.09,11346296.3,17728218.47
8,Urban,4,Az_Gharbi,1,32,3048823.529,1004000,2381122.732
81,Urban,4,Az_Gharbi,2,39,3832758.621,3193470.588,3517810.911
132,Urban,4,Az_Gharbi,3,42,4450000,3893103.448,4170425.102
173,Urban,4,Az_Gharbi,4,35,5096296.296,4490740.741,4854062.899
225,Urban,4,Az_Gharbi,5,39,5738235.294,5133000,5402358.953
254,Urban,4,Az_Gharbi,6,50,6535882.353,5752083.333,6116011.959
284,Urban,4,Az_Gharbi,7,66,7574117.647,6546666.667,7034214.236
344,Urban,4,Az_Gharbi,8,47,8994074.074,7615909.091,8296446.976
380,Urban,4,Az_Gharbi,9,57,11857000,9070370.37,10357197.16
2,Urban,3,Az_Sharghi,1,31,3175588.235,630000,2458187.372
59,Urban,3,Az_Sharghi,2,31,3975000,3262741.935,3582181.175
135,Urban,3,Az_Sharghi,3,30,4584454.545,4040454.545,4304874.703
186,Urban,3,Az_Sharghi,4,25,5247000,4670000,4981966.201
234,Urban,3,Az_Sharghi,5,23,5903863.636,5340454.545,5622904.083
260,Urban,3,Az_Sharghi,6,33,6695172.414,5938000,6318677.963
302,Urban,3,Az_Sharghi,7,33,7808064.516,6769558.824,7210255.564
368,Urban,3,Az_Sharghi,8,34,9274375,7907954.545,8449787.312
419,Urban,3,Az_Sharghi,9,27,12103636.36,9531818.182,10674512.91
439,Urban,1,Gilan,10,79,141318000,14660416.67,21608068.19
468,Urban,1,Sh_Arak,10,5,25222941.18,17116000,20824484.31
38,Urban,18,Booshehr,1,48,3656486.486,1987407.407,3107754.537
58,Urban,18,Booshehr,2,48,4468658.537,3696562.5,4131234.872
125,Urban,18,Booshehr,3,49,5224791.667,4524117.647,4858112.684
179,Urban,18,Booshehr,4,65,5965000,5260645.161,5608891.677
190,Urban,18,Booshehr,5,56,6710481.481,5968518.519,6292190.544
270,Urban,18,Booshehr,6,66,7648048.78,6737592.593,7150262.37
312,Urban,18,Booshehr,7,60,8855185.185,7687500,8271107.112
342,Urban,18,Booshehr,8,70,10593181.82,8900370.37,9626731.421
390,Urban,18,Booshehr,9,69,13846470.59,10619705.88,12052202.4
760,Rural,1,Gilan,10,56,25805294.12,9353823.529,12718246.53
10,Urban,14,Chaharmahal,1,105,4603777.778,1538400,3729572.537
70,Urban,14,Chaharmahal,2,94,5623103.448,4642500,5148529.267
107,Urban,14,Chaharmahal,3,85,6541764.706,5648064.516,6105486.599
148,Urban,14,Chaharmahal,4,83,7433387.097,6550588.235,6975322.89
209,Urban,14,Chaharmahal,5,67,8377352.941,7477037.037,7900209.432
262,Urban,14,Chaharmahal,6,67,9569655.172,8420483.871,8996015.552
298,Urban,14,Chaharmahal,7,51,11082631.58,9592812.5,10199295.49
335,Urban,14,Chaharmahal,8,44,13241764.71,11129411.76,12197639.2
412,Urban,14,Chaharmahal,9,46,17250000,13378275.86,15099760.64
442,Urban,2,Mazandaran,10,82,59925416.67,14345833.33,21210144.46
31,Urban,10,Esfahan,1,16,3554800,1757741.935,2962022.915
50,Urban,10,Esfahan,2,34,4363703.704,3575000,4002455.442
109,Urban,10,Esfahan,3,43,5063194.444,4376129.032,4713122.323
175,Urban,10,Esfahan,4,33,5776235.294,5092222.222,5429935.932
227,Urban,10,Esfahan,5,40,6459259.259,5819032.258,6108079.624
242,Urban,10,Esfahan,6,37,7330806.452,6511764.706,6937344.332
326,Urban,10,Esfahan,7,33,8585483.871,7500588.235,8015078.427
371,Urban,10,Esfahan,8,40,10266296.3,8697058.824,9360748.204
405,Urban,10,Esfahan,9,28,13384583.33,10341764.71,11577410.73
755,Rural,2,Mazandaran,10,134,87097083.33,9925000,16334283.95
1,Urban,7,Fars,1,50,3631944.444,642823.5294,2909886.609
84,Urban,7,Fars,2,40,4514814.815,3750000,4166419.066
131,Urban,7,Fars,3,33,5211111.111,4555555.556,4879054.762
169,Urban,7,Fars,4,38,5973529.412,5262368.421,5631082.797
212,Urban,7,Fars,5,36,6722068.966,5996296.296,6343143.69
244,Urban,7,Fars,6,58,7661842.105,6740000,7217471.962
294,Urban,7,Fars,7,55,8899411.765,7685318.182,8167433.2
369,Urban,7,Fars,8,30,10627586.21,8990243.902,9907410.062
402,Urban,7,Fars,9,34,13881000,10690000,12288973.48
450,Urban,3,Az_Sharghi,10,43,39558333.33,12374705.88,17138431.39
45,Urban,26,Ghazvin,1,20,3664750,2662948.718,3412787.124
72,Urban,26,Ghazvin,2,17,4485576.923,3702820.513,4186520.427
130,Urban,26,Ghazvin,3,35,5211111.111,4528437.5,4907410.666
176,Urban,26,Ghazvin,4,44,5933181.818,5239583.333,5556403.624
228,Urban,26,Ghazvin,5,56,6688235.294,5987407.407,6356199.615
238,Urban,26,Ghazvin,6,44,7625294.118,6695882.353,7133535.633
301,Urban,26,Ghazvin,7,50,8817058.824,7648823.529,8220583.261
351,Urban,26,Ghazvin,8,50,10540882.35,8888823.529,9522120.858
411,Urban,26,Ghazvin,9,59,13828000,10654705.88,11925234.26
752,Rural,3,Az_Sharghi,10,96,35992352.94,9456875,13698191.28
20,Urban,25,Ghom,1,69,3826458.333,1573000,3208953.328
83,Urban,25,Ghom,2,53,4681312.5,3890482.759,4346022.942
103,Urban,25,Ghom,3,55,5444264.706,4696200,5047704.911
149,Urban,25,Ghom,4,55,6175777.778,5448870.37,5815445.244
223,Urban,25,Ghom,5,57,6984388.889,6240080,6566832.246
263,Urban,25,Ghom,6,53,7947772.727,7004806.452,7438770.965
320,Urban,25,Ghom,7,51,9220916.667,8012607.407,8555851.16
332,Urban,25,Ghom,8,48,11030147.06,9254676.471,10233150.97
384,Urban,25,Ghom,9,49,14396764.71,11036370.37,12567039.12
447,Urban,4,Az_Gharbi,10,31,32970588.24,11975222.22,16050489.58
4,Urban,1,Gilan,1,44,3857064.516,1106250,2989405.796
57,Urban,1,Gilan,2,67,4722727.273,3878888.889,4305782.668
99,Urban,1,Gilan,3,59,5492758.621,4733333.333,5165592.884
157,Urban,1,Gilan,4,66,6205588.235,5496770.833,5865246.737
230,Urban,1,Gilan,5,65,7043620.69,6304705.882,6631606.124
265,Urban,1,Gilan,6,65,8022727.273,7063909.091,7551875.037
289,Urban,1,Gilan,7,83,9328529.412,8036111.111,8628880.399
354,Urban,1,Gilan,8,94,11064400,9360000,10166980.97
378,Urban,1,Gilan,9,97,14506470.59,11124000,12571959.28
762,Rural,4,Az_Gharbi,10,61,21645588.24,8751000,11709330.4
15,Urban,27,Golestan,1,119,3225882.353,1160882.353,2590775.869
56,Urban,27,Golestan,2,99,3946621.622,3235000,3614433.718
129,Urban,27,Golestan,3,115,4582592.593,3969090.909,4279893.595
159,Urban,27,Golestan,4,125,5224137.931,4586818.182,4888703.996
200,Urban,27,Golestan,5,90,5856410.256,5227968.75,5541417.119
245,Urban,27,Golestan,6,98,6689729.73,5883333.333,6267607.48
297,Urban,27,Golestan,7,109,7766470.588,6713000,7211887.641
362,Urban,27,Golestan,8,89,9253333.333,7823958.333,8540656.716
392,Urban,27,Golestan,9,110,12156227.27,9300416.667,10465045.97
448,Urban,5,Kermanshah,10,59,45454545.45,12892647.06,16608774.06
7,Urban,13,Hamedan,1,51,3029032.258,922000,2474341.19
76,Urban,13,Hamedan,2,41,3710000,3064705.882,3456886.152
113,Urban,13,Hamedan,3,50,4287058.824,3717931.034,3982396.338
142,Urban,13,Hamedan,4,62,4909259.259,4309090.909,4624478.69
203,Urban,13,Hamedan,5,68,5500000,4916818.182,5205093.104
250,Urban,13,Hamedan,6,59,6282352.941,5534090.909,5858199.592
318,Urban,13,Hamedan,7,62,7305937.5,6337096.774,6808825.828
353,Urban,13,Hamedan,8,59,8717647.059,7341764.706,8064339.397
385,Urban,13,Hamedan,9,60,11413636.36,8731034.483,9828368.41
757,Rural,5,Kermanshah,10,152,42712882.35,8064655.172,12521256.43
21,Urban,22,Hormozgan,1,113,4340555.556,1792187.5,3361381.132
62,Urban,22,Hormozgan,2,76,5303307.692,4360400,4816540.704
105,Urban,22,Hormozgan,3,60,6166670.526,5321176.471,5778135.599
165,Urban,22,Hormozgan,4,58,7033450,6178947.368,6539149.469
211,Urban,22,Hormozgan,5,59,7895015,7046451.613,7395819.853
267,Urban,22,Hormozgan,6,56,8993518.519,7936764.706,8489141.45
322,Urban,22,Hormozgan,7,51,10411025.64,9083103.448,9787408.74
338,Urban,22,Hormozgan,8,62,12454545.45,10489583.33,11495090.17
387,Urban,22,Hormozgan,9,49,16367037.04,12511305.88,14160262.58
428,Urban,6,Khoozestan,10,28,35261481.48,12976829.27,17955908.32
18,Urban,16,Ilam,1,29,3182580.645,1252941.176,2582565.813
74,Urban,16,Ilam,2,41,3903372.093,3237722.222,3545014.188
111,Urban,16,Ilam,3,37,4545552.632,3934605.263,4261149.244
167,Urban,16,Ilam,4,53,5194736.842,4570236.842,4873579.757
192,Urban,16,Ilam,5,56,5839210.526,5200909.091,5477023.513
257,Urban,16,Ilam,6,67,6629727.273,5861916.667,6240502.89
319,Urban,16,Ilam,7,55,7694034.483,6709117.647,7160367.087
345,Urban,16,Ilam,8,61,9114454.545,7758409.091,8421650.298
396,Urban,16,Ilam,9,43,12019500,9270000,10441370.72
777,Rural,6,Khoozestan,10,83,48777647.06,8244074.074,11703364.29
28,Urban,8,Kerman,1,76,2948529.412,1410600,2456682.993
60,Urban,8,Kerman,2,72,3620000,2971860.465,3313138.457
100,Urban,8,Kerman,3,50,4205925.926,3625185.185,3886607.196
178,Urban,8,Kerman,4,46,4786206.897,4226666.667,4506005.123
197,Urban,8,Kerman,5,48,5378863.636,4797916.667,5085577.263
258,Urban,8,Kerman,6,45,6129411.765,5406250,5706021.723
304,Urban,8,Kerman,7,34,7107407.407,6167037.037,6550338.958
364,Urban,8,Kerman,8,21,8347000,7188888.889,7783324.888
410,Urban,8,Kerman,9,15,10912647.06,8585294.118,9636980.159
453,Urban,7,Fars,10,25,134438235.3,14076000,22480067.3
36,Urban,5,Kermanshah,1,23,3358157.895,1815865.385,2910392.383
67,Urban,5,Kermanshah,2,25,4118578.947,3413593.75,3787676.894
137,Urban,5,Kermanshah,3,29,4767468.75,4226600,4535274.429
158,Urban,5,Kermanshah,4,40,5470774.194,4821718.75,5136275.852
205,Urban,5,Kermanshah,5,38,6159958.333,5498372.093,5817751.037
248,Urban,5,Kermanshah,6,52,7033000,6185454.545,6566980.468
300,Urban,5,Kermanshah,7,56,8172500,7059516.129,7539843
365,Urban,5,Kermanshah,8,78,9718894.737,8234222.222,8934613.772
388,Urban,5,Kermanshah,9,73,12807419.35,9769705.882,11049178.09
773,Rural,7,Fars,10,85,58880000,9265909.091,13575584.52
16,Urban,6,Khoozestan,1,48,3409230.769,1238636.364,2831148.384
53,Urban,6,Khoozestan,2,66,4200833.333,3439200,3800350.417
110,Urban,6,Khoozestan,3,44,4870689.655,4207500,4550444.093
170,Urban,6,Khoozestan,4,56,5541935.484,4889062.5,5248477.079
191,Urban,6,Khoozestan,5,42,6252083.333,5561562.5,5846737.028
264,Urban,6,Khoozestan,6,45,7105555.556,6272222.222,6628923.22
290,Urban,6,Khoozestan,7,45,8265909.091,7136774.194,7585839.125
363,Urban,6,Khoozestan,8,34,9848148.148,8329000,8966898.788
401,Urban,6,Khoozestan,9,40,12714375,9920833.333,11054274.98
464,Urban,8,Kerman,10,21,36790909.09,11551000,15994678.25
5,Urban,29,Khorasan_Jonoobi,1,117,3131818.182,918235.2941,2505324.078
54,Urban,29,Khorasan_Jonoobi,2,83,3832000,3146458.333,3489641.169
122,Urban,29,Khorasan_Jonoobi,3,81,4446111.111,3853676.471,4157245.759
163,Urban,29,Khorasan_Jonoobi,4,80,5077968.75,4467647.059,4789702.877
193,Urban,29,Khorasan_Jonoobi,5,55,5721176.471,5088235.294,5368831.812
268,Urban,29,Khorasan_Jonoobi,6,65,6505645.161,5742647.059,6124046.229
308,Urban,29,Khorasan_Jonoobi,7,46,7578235.294,6545882.353,6975966.136
372,Urban,29,Khorasan_Jonoobi,8,37,8914500,7665645.161,8228599.049
407,Urban,29,Khorasan_Jonoobi,9,48,11817647.06,9099411.765,10440795.96
774,Rural,8,Kerman,10,23,23460416.67,7372941.176,9525664.982
29,Urban,9,Khorasan_Razavi,1,40,3473074.074,1675555.556,2881567.127
64,Urban,9,Khorasan_Razavi,2,38,4258000,3497058.824,3914152.696
108,Urban,9,Khorasan_Razavi,3,36,4941045.455,4266896.552,4601795.121
156,Urban,9,Khorasan_Razavi,4,37,5612454.545,4950222.222,5324493.485
224,Urban,9,Khorasan_Razavi,5,36,6333333.333,5669629.63,5919157.127
251,Urban,9,Khorasan_Razavi,6,38,7226666.667,6353333.333,6746592.35
325,Urban,9,Khorasan_Razavi,7,31,8381481.481,7307407.407,7810285.264
350,Urban,9,Khorasan_Razavi,8,42,9949100,8421193.548,9230109.517
398,Urban,9,Khorasan_Razavi,9,34,13011000,10055000,11340474.71
444,Urban,9,Khorasan_Razavi,10,45,63395833.33,13217647.06,18327898.57
41,Urban,28,Khorasan_Shomali,1,37,3107948.718,1886764.706,2633911.361
73,Urban,28,Khorasan_Shomali,2,55,3792592.593,3137419.355,3481933.474
120,Urban,28,Khorasan_Shomali,3,69,4415862.069,3819000,4170578.451
154,Urban,28,Khorasan_Shomali,4,77,5015294.118,4424952.5,4748589.447
218,Urban,28,Khorasan_Shomali,5,77,5665555.556,5057500,5389950.884
246,Urban,28,Khorasan_Shomali,6,85,6463964.583,5677500,6060322.302
292,Urban,28,Khorasan_Shomali,7,81,7505161.29,6471859.259,6943061.808
333,Urban,28,Khorasan_Shomali,8,77,8898333.333,7514193.548,8093779.647
397,Urban,28,Khorasan_Shomali,9,79,11750000,8987941.176,10091762.19
768,Rural,9,Khorasan_Razavi,10,114,44291560,8777941.176,13094189.82
40,Urban,17,Kohkilooye,1,29,4035833.333,2290588.235,3499780.894
65,Urban,17,Kohkilooye,2,46,4967560.976,4079069.767,4567230.222
97,Urban,17,Kohkilooye,3,63,5762500,4970370.37,5405510.678
174,Urban,17,Kohkilooye,4,55,6573750,5785454.545,6223155.733
213,Urban,17,Kohkilooye,5,54,7395483.871,6588000,6953813.787
243,Urban,17,Kohkilooye,6,65,8385813.953,7404545.455,7963224.469
286,Urban,17,Kohkilooye,7,63,9758148.148,8435555.556,9077452.727
331,Urban,17,Kohkilooye,8,71,11680000,9800000,10572709.46
389,Urban,17,Kohkilooye,9,58,15309259.26,11700000,13196778.3
451,Urban,10,Esfahan,10,35,57567105.26,13591764.71,20140567.02
32,Urban,12,Kordestan,1,33,3816888.889,1933064.516,3121018.368
88,Urban,12,Kordestan,2,40,4682888.889,3928518.519,4397249.127
115,Urban,12,Kordestan,3,56,5414296.296,4693529.412,5073773.452
166,Urban,12,Kordestan,4,55,6193055.556,5445000,5847582.482
201,Urban,12,Kordestan,5,64,6967205.882,6202875,6548911.174
247,Urban,12,Kordestan,6,70,7925603.448,6980517.241,7439638.725
317,Urban,12,Kordestan,7,61,9228235.294,7995636.364,8614715.513
334,Urban,12,Kordestan,8,56,10942777.78,9240208.333,9994230.769
403,Urban,12,Kordestan,9,48,14454090.91,11083526.32,12378462.91
771,Rural,10,Esfahan,10,107,110346000,9647500,15439669.15
37,Urban,15,Lorestan,1,39,3036388.889,1639750,2615194.605
80,Urban,15,Lorestan,2,34,3738981.481,3094354.839,3466344.046
98,Urban,15,Lorestan,3,42,4332037.037,3741944.444,4026484.44
181,Urban,15,Lorestan,4,45,4947166.667,4374838.71,4659573.077
208,Urban,15,Lorestan,5,47,5567647.059,4958020.833,5256604.255
273,Urban,15,Lorestan,6,57,6301979.167,5596296.296,5907423.864
296,Urban,15,Lorestan,7,63,7365862.069,6358000,6775151.173
336,Urban,15,Lorestan,8,56,8764117.647,7380208.333,8073434.852
391,Urban,15,Lorestan,9,45,11464629.63,8810882.353,9945184.481
455,Urban,11,Sistan,10,30,26617241.38,10150925.93,14699187.89
6,Urban,0,Markazi,1,51,3772580.645,1146774.194,3120232.266
52,Urban,0,Markazi,2,41,4628409.091,3810000,4236419.507
106,Urban,0,Markazi,3,37,5392500,4660967.742,4994625.809
162,Urban,0,Markazi,4,42,6080000,5409736.842,5733136.875
194,Urban,0,Markazi,5,33,6931250,6162954.545,6498933.955
259,Urban,0,Markazi,6,46,7875000,6946296.296,7410334.059
313,Urban,0,Markazi,7,51,9171136.364,7938636.364,8520192.118
347,Urban,0,Markazi,8,38,10858235.29,9195833.333,9984648.957
381,Urban,0,Markazi,9,49,13965454.55,10948409.09,12011025.98
769,Rural,11,Sistan,10,17,15758823.53,6633148.148,9375678.733
46,Urban,2,Mazandaran,1,13,3672888.889,2812903.226,3124263.901
66,Urban,2,Mazandaran,2,25,4577931.034,3804310.345,4218677.715
134,Urban,2,Mazandaran,3,26,5344545.455,4684296.296,5023115.053
152,Urban,2,Mazandaran,4,36,6097000,5372916.667,5771071.331
222,Urban,2,Mazandaran,5,45,6854518.519,6150882.353,6490002.968
240,Urban,2,Mazandaran,6,55,7836363.636,6892413.793,7403526.635
305,Urban,2,Mazandaran,7,54,9123522.727,7874545.455,8511552.527
346,Urban,2,Mazandaran,8,66,10870645.16,9137096.774,10019552.68
393,Urban,2,Mazandaran,9,66,14272058.82,10900681.82,12513674.37
457,Urban,12,Kordestan,10,22,23925294.12,14624875,18082026.35
