,Region,NewArea,NewArea2,Decile,N,Max,Min,Mean
737,Rural,18,Booshehr,9,77,9251388.889,7272272.727,8251305.364
426,Urban,25,Ghom,10,49,85147235.29,14490083.33,25378456.57
477,Rural,14,Chaharmahal,1,37,2879976.471,983333.3333,2406428.802
503,Rural,14,Chaharmahal,2,42,3550000,2900064.516,3265475.149
534,Rural,14,Chaharmahal,3,73,4138888.889,3553250,3866721.694
568,Rural,14,Chaharmahal,4,50,4686206.897,4150000,4422002.323
624,Rural,14,Chaharmahal,5,64,5259896.296,4735833.333,4988961.258
642,Rural,14,Chaharmahal,6,61,5946363.636,5267500,5593770.506
682,Rural,14,Chaharmahal,7,40,6851176.471,5977419.355,6390890.441
693,Rural,14,Chaharmahal,8,51,8052291.667,6891590.909,7553148.69
748,Rural,14,Chaharmahal,9,40,10236562.5,8160962.963,8894979.333
763,Rural,25,Ghom,10,43,26360323.53,8864941.176,12366543.06
474,Rural,10,Esfahan,1,41,2680588.235,635294.1176,2289829.17
526,Rural,10,Esfahan,2,42,3294487.179,2765862.069,3034380.479
535,Rural,10,Esfahan,3,75,3831000,3297407.407,3574034.12
588,Rural,10,Esfahan,4,47,4362647.059,3867000,4121973.836
603,Rural,10,Esfahan,5,57,4876470.588,4370000,4609566.444
651,Rural,10,Esfahan,6,61,5510416.667,4896000,5180704.744
686,Rural,10,Esfahan,7,74,6384705.882,5553333.333,5972068.227
707,Rural,10,Esfahan,8,76,7501764.706,6405454.545,6976354.312
727,Rural,10,Esfahan,9,73,9580681.818,7506896.552,8473154.606
433,Urban,26,Ghazvin,10,45,32548823.53,13907500,18832040.77
496,Rural,7,Fars,1,60,2569756.098,1451388.889,2187990.102
525,Rural,7,Fars,2,66,3155555.556,2646774.194,2920016.477
548,Rural,7,Fars,3,81,3692896.552,3173121.951,3432785.086
594,Rural,7,Fars,4,84,4194545.455,3735185.185,3968674.099
618,Rural,7,Fars,5,74,4686206.897,4209772.727,4419386.469
636,Rural,7,Fars,6,76,5290000,4691176.471,4966136.033
674,Rural,7,Fars,7,93,6129272.727,5319354.839,5724623.085
709,Rural,7,Fars,8,89,7127916.667,6158823.529,6625293.318
723,Rural,7,Fars,9,85,9193000,7208000,8121010.506
766,Rural,26,Ghazvin,10,96,36010833.33,9235500,12575742.19
497,Rural,26,Ghazvin,1,13,2551111.111,1707000,2296830.836
529,Rural,26,Ghazvin,2,26,3136764.706,2668974.359,2929910.392
559,Rural,26,Ghazvin,3,28,3673815.789,3178518.519,3453516.729
589,Rural,26,Ghazvin,4,36,4180967.742,3709032.258,3946046.732
607,Rural,26,Ghazvin,5,40,4669090.909,4191612.903,4400865.264
641,Rural,26,Ghazvin,6,62,5288235.294,4684705.882,4996434.353
681,Rural,26,Ghazvin,7,76,6124117.647,5316896.552,5665545.797
691,Rural,26,Ghazvin,8,89,7189000,6129000,6615209.587
731,Rural,26,Ghazvin,9,101,9186500,7200370.37,8080918.99
438,Urban,27,Golestan,10,118,63087083.33,12224074.07,18681602.07
494,Rural,25,Ghom,1,34,2460708.333,1245431.034,2064046.545
522,Rural,25,Ghom,2,43,3031759.259,2506666.667,2769180.863
539,Rural,25,Ghom,3,40,3532000,3039279.487,3288264.753
575,Rural,25,Ghom,4,38,4010812.5,3548411.765,3770037.494
620,Rural,25,Ghom,5,41,4491500,4040625,4245721.375
640,Rural,25,Ghom,6,30,5039363.636,4499351.852,4787828.799
678,Rural,25,Ghom,7,44,5854705.882,5105625,5475391.654
701,Rural,25,Ghom,8,42,6882647.059,5894705.882,6352501.439
740,Rural,25,Ghom,9,35,8740117.647,6925852.941,7634448.344
767,Rural,27,Golestan,10,91,38780000,7491176.471,11419811.19
485,Rural,1,Gilan,1,38,2576451.613,1131000,2102447.807
517,Rural,1,Gilan,2,36,3188333.333,2632941.176,2937911.388
557,Rural,1,Gilan,3,41,3707272.727,3221064.516,3469936.106
591,Rural,1,Gilan,4,34,4241000,3770000,4013177.265
619,Rural,1,Gilan,5,41,4736379.31,4261458.333,4475522.411
632,Rural,1,Gilan,6,37,5278541.667,4746379.31,5004693.086
669,Rural,1,Gilan,7,43,6201458.333,5377361.111,5764967.689
716,Rural,1,Gilan,8,40,7170806.452,6247083.333,6660547.526
735,Rural,1,Gilan,9,53,9281818.182,7302666.667,8210992.704
459,Urban,28,Khorasan_Shomali,10,75,62490588.24,11925000,17150594
478,Rural,27,Golestan,1,39,2089411.765,740000,1611767.446
509,Rural,27,Golestan,2,68,2562083.333,2095294.118,2337301.948
554,Rural,27,Golestan,3,55,2988125,2574583.333,2756946.958
590,Rural,27,Golestan,4,56,3387137.931,3010370.37,3183730.32
616,Rural,27,Golestan,5,72,3781481.481,3404117.647,3595180.079
643,Rural,27,Golestan,6,59,4279444.444,3800735.294,4048651.476
667,Rural,27,Golestan,7,80,4968000,4302058.824,4599343.812
710,Rural,27,Golestan,8,71,5818235.294,4987708.333,5333517.089
743,Rural,27,Golestan,9,84,7428181.818,5849500,6558489.292
758,Rural,28,Khorasan_Shomali,10,49,19047058.82,8208636.364,10783186.37
471,Rural,13,Hamedan,1,72,2336470.588,385294.1176,1651181.064
504,Rural,13,Hamedan,2,60,2862500,2343529.412,2597331.319
533,Rural,13,Hamedan,3,59,3340909.091,2870370.37,3117232.241
572,Rural,13,Hamedan,4,63,3800000,3354166.667,3599300.651
621,Rural,13,Hamedan,5,32,4213636.364,3821176.471,4015615.784
649,Rural,13,Hamedan,6,61,4803235.294,4262083.333,4506959.707
684,Rural,13,Hamedan,7,57,5453333.333,4832580.645,5148543.213
699,Rural,13,Hamedan,8,63,6493076.923,5572941.176,6041375.584
747,Rural,13,Hamedan,9,60,8341860.465,6577272.727,7368184.887
427,Urban,29,Khorasan_Jonoobi,10,37,26122941.18,11871666.67,14483543.23
479,Rural,22,Hormozgan,1,94,2685172.414,1007179.744,2058515.484
502,Rural,22,Hormozgan,2,48,3284370.37,2687500,2988848.944
544,Rural,22,Hormozgan,3,59,3833250,3298333.333,3577914.355
573,Rural,22,Hormozgan,4,52,4354358.974,3848500,4098607.746
622,Rural,22,Hormozgan,5,44,4864705.882,4385940.313,4641724.741
639,Rural,22,Hormozgan,6,57,5518372.093,4880243.902,5188221.24
661,Rural,22,Hormozgan,7,69,6374444.444,5522222.222,5977089.904
696,Rural,22,Hormozgan,8,69,7474814.815,6389096.364,6956586.349
729,Rural,22,Hormozgan,9,85,9571916.389,7499722.222,8369422.276
772,Rural,29,Khorasan_Jonoobi,10,43,16129166.67,7713529.412,9959736.971
481,Rural,16,Ilam,1,25,2184193.548,850000,1861561.93
530,Rural,16,Ilam,2,30,2683414.634,2301250,2526084.77
550,Rural,16,Ilam,3,55,3117096.774,2692105.263,2914483.852
577,Rural,16,Ilam,4,61,3552903.226,3139655.172,3333233.475
617,Rural,16,Ilam,5,46,3969237.288,3567200,3777673.179
656,Rural,16,Ilam,6,61,4496470.588,4009375,4283636.813
660,Rural,16,Ilam,7,77,5193750,4502631.579,4823366.417
718,Rural,16,Ilam,8,68,6102407.407,5255937.5,5600928.623
738,Rural,16,Ilam,9,58,7808636.364,6122058.824,6833561.16
467,Urban,30,Alborz,10,8,36231095.83,18056979.17,23947675.65
490,Rural,8,Kerman,1,69,2053181.818,930526.3158,1767624.694
506,Rural,8,Kerman,2,100,2513541.667,2054883.721,2288231.333
545,Rural,8,Kerman,3,80,2936666.667,2520967.742,2706918.383
571,Rural,8,Kerman,4,69,3332058.824,2940000,3146863.357
604,Rural,8,Kerman,5,58,3715833.333,3335517.241,3522457.813
647,Rural,8,Kerman,6,53,4214074.074,3732352.941,3969285.862
679,Rural,8,Kerman,7,43,4874117.647,4231481.481,4530709.702
695,Rural,8,Kerman,8,40,5695172.414,4881481.481,5327899.632
749,Rural,8,Kerman,9,39,7220588.235,5786093.75,6444532.098
750,Rural,30,Alborz,10,112,68271875,11365790.32,17038910.38
501,Rural,5,Kermanshah,1,7,2201612.903,1757352.941,1967590.212
513,Rural,5,Kermanshah,2,20,2764300,2265823.529,2493778.124
553,Rural,5,Kermanshah,3,32,3216868.421,2773333.333,3020264.047
576,Rural,5,Kermanshah,4,41,3662241.379,3232222.222,3461067.063
615,Rural,5,Kermanshah,5,58,4084000,3669302.326,3865535.989
655,Rural,5,Kermanshah,6,66,4633818.182,4121363.636,4362343.726
687,Rural,5,Kermanshah,7,89,5342916.667,4658814.815,5003175.108
690,Rural,5,Kermanshah,8,105,6232941.176,5359972.222,5794488.801
726,Rural,5,Kermanshah,9,138,8048612.903,6295000,7082141.052
462,Urban,105,Sh_Rasht,10,28,36399705.88,16457741.94,24147429.56
489,Rural,6,Khoozestan,1,26,2250000,1008333.333,1906625.929
519,Rural,6,Khoozestan,2,48,2792592.593,2299473.684,2571819.284
541,Rural,6,Khoozestan,3,70,3265000,2800000,3030730.543
570,Rural,6,Khoozestan,4,83,3704411.765,3267441.86,3475800.951
625,Rural,6,Khoozestan,5,76,4135937.5,3729545.455,3932282.048
630,Rural,6,Khoozestan,6,91,4681481.481,4142500,4421198.635
672,Rural,6,Khoozestan,7,101,5415161.29,4697560.976,5083522.263
704,Rural,6,Khoozestan,8,66,6360000,5431578.947,5855523.7
720,Rural,6,Khoozestan,9,76,8104838.71,6364814.815,7137618.097
454,Urban,303,Sh_Tabriz,10,49,42560000,13721111.11,21511066.16
488,Rural,29,Khorasan_Jonoobi,1,119,2137916.667,941176.4706,1714604.491
505,Rural,29,Khorasan_Jonoobi,2,118,2632000,2152000,2414094.205
542,Rural,29,Khorasan_Jonoobi,3,74,3073529.412,2639000,2864291.522
583,Rural,29,Khorasan_Jonoobi,4,88,3491944.444,3085675.676,3280842.102
600,Rural,29,Khorasan_Jonoobi,5,77,3901612.903,3493636.364,3700973.394
629,Rural,29,Khorasan_Jonoobi,6,58,4399117.647,3903529.412,4125264.607
676,Rural,29,Khorasan_Jonoobi,7,58,5097941.176,4431647.059,4778790.438
713,Rural,29,Khorasan_Jonoobi,8,37,5966470.588,5135909.091,5479892.078
733,Rural,29,Khorasan_Jonoobi,9,33,7633793.103,6004583.333,6593261.233
466,Urban,401,Sh_Urmia,10,16,25212931.03,12799137.93,16241619.78
491,Rural,9,Khorasan_Razavi,1,57,2436958.333,1152482.759,2003019.946
518,Rural,9,Khorasan_Razavi,2,81,3003378.378,2469259.259,2771628.635
556,Rural,9,Khorasan_Razavi,3,85,3479407.407,3018225.806,3250381.497
569,Rural,9,Khorasan_Razavi,4,89,3976818.182,3508500,3747481.33
595,Rural,9,Khorasan_Razavi,5,75,4441481.481,3980243.902,4223867.455
626,Rural,9,Khorasan_Razavi,6,76,5032638.889,4446551.724,4708223.404
657,Rural,9,Khorasan_Razavi,7,85,5819537.037,5034862.069,5372716.078
712,Rural,9,Khorasan_Razavi,8,79,6817647.059,5845735.294,6251145.803
722,Rural,9,Khorasan_Razavi,9,101,8732352.941,6837592.593,7694797.542
435,Urban,502,Sh_Kermanshah,10,31,77733529.41,13846266.67,25272489.53
498,Rural,28,Khorasan_Shomali,1,38,2278611.111,1567741.935,2028320.685
512,Rural,28,Khorasan_Shomali,2,74,2811823.529,2304166.667,2575176.134
560,Rural,28,Khorasan_Shomali,3,68,3281111.111,2828750,3064909.479
579,Rural,28,Khorasan_Shomali,4,87,3718333.333,3288636.364,3474081.432
596,Rural,28,Khorasan_Shomali,5,87,4160058.824,3727363.636,3945489.101
627,Rural,28,Khorasan_Shomali,6,83,4713000,4164375,4446751.813
664,Rural,28,Khorasan_Shomali,7,80,5452083.333,4718147.727,5058085.539
698,Rural,28,Khorasan_Shomali,8,64,6399444.444,5459555.556,5877694.915
744,Rural,28,Khorasan_Shomali,9,65,8151111.111,6423125,7215181.989
424,Urban,603,Sh_Ahvaz,10,40,54524137.93,19856666.67,28134508.88
484,Rural,17,Kohkilooye,1,75,3193611.111,1369487.179,2663662.715
510,Rural,17,Kohkilooye,2,73,3940909.091,3229074.074,3557520.234
552,Rural,17,Kohkilooye,3,83,4595000,3960000,4280879.495
574,Rural,17,Kohkilooye,4,75,5223529.412,4614814.815,4919203.838
608,Rural,17,Kohkilooye,5,65,5775416.667,5236470.588,5513574.627
628,Rural,17,Kohkilooye,6,80,6618965.517,5846470.588,6225333.246
658,Rural,17,Kohkilooye,7,58,7620370.37,6620810.811,7100310.325
717,Rural,17,Kohkilooye,8,40,8983243.243,7728518.519,8295899.648
745,Rural,17,Kohkilooye,9,30,11209411.76,9017727.273,9831493.313
465,Urban,707,Sh_Shiraz,10,55,68867647.06,16283181.82,25469143.37
483,Rural,12,Kordestan,1,23,2654722.222,1133000,2053531.61
524,Rural,12,Kordestan,2,29,3267916.667,2720000,3019985.05
555,Rural,12,Kordestan,3,28,3803882.353,3283968.75,3561256.507
587,Rural,12,Kordestan,4,38,4325275.862,3834241.379,4046563.601
609,Rural,12,Kordestan,5,47,4826875,4335294.118,4587595.898
645,Rural,12,Kordestan,6,38,5474838.71,4847793.103,5137401.284
659,Rural,12,Kordestan,7,35,6277083.333,5481290.323,5833221.579
692,Rural,12,Kordestan,8,35,7425772.727,6340147.059,6797888.684
746,Rural,12,Kordestan,9,24,9423750,7479655.172,8296474.864
470,Urban,808,Sh_Kerman,10,4,36869000,18575294.12,25861280.75
499,Rural,15,Lorestan,1,19,1903250,1335500,1706326.651
523,Rural,15,Lorestan,2,41,2358250,1952500,2199462.42
543,Rural,15,Lorestan,3,48,2743589.744,2362132.353,2577048.311
592,Rural,15,Lorestan,4,50,3111764.706,2776944.444,2927025.131
611,Rural,15,Lorestan,5,57,3480454.545,3128644.068,3291420.589
633,Rural,15,Lorestan,6,80,3943750,3494516.129,3693626.549
673,Rural,15,Lorestan,7,80,4563518.519,3962962.963,4258756.455
694,Rural,15,Lorestan,8,66,5363750,4575681.818,4927761.874
739,Rural,15,Lorestan,9,65,6792500,5379722.222,6041677.014
431,Urban,916,Sh_Mashhad,10,55,55370588.24,14997058.82,21861360.91
480,Rural,0,Markazi,1,126,3174558.824,1193750,2553259.678
521,Rural,0,Markazi,2,74,3891176.471,3207647.059,3590096.446
546,Rural,0,Markazi,3,71,4545185.185,3901093.75,4257662.769
566,Rural,0,Markazi,4,87,5144444.444,4547058.824,4801420.226
613,Rural,0,Markazi,5,73,5757647.059,5164583.333,5459917.458
644,Rural,0,Markazi,6,70,6520454.545,5773529.412,6170822.611
663,Rural,0,Markazi,7,72,7545294.118,6530909.091,7044537.865
708,Rural,0,Markazi,8,61,8843000,7568000,8200078.34
725,Rural,0,Markazi,9,96,11329411.76,8864705.882,10062018.45
434,Urban,1002,Sh_Esfahan,10,61,137930689.7,16969117.65,29122633.07
492,Rural,2,Mazandaran,1,15,2728268.182,1360000,2312476.703
532,Rural,2,Mazandaran,2,12,3370900,2972272.727,3201196.433
562,Rural,2,Mazandaran,3,33,3955032.258,3430065.789,3724254.51
580,Rural,2,Mazandaran,4,34,4498409.091,3982483.871,4231574.683
597,Rural,2,Mazandaran,5,53,5029705.882,4511072.581,4738734.676
652,Rural,2,Mazandaran,6,47,5705909.091,5059090.909,5356742.683
675,Rural,2,Mazandaran,7,61,6588777.778,5722470.588,6148540.542
711,Rural,2,Mazandaran,8,81,7744823.529,6623824.815,7193085.269
734,Rural,2,Mazandaran,9,88,9892931.034,7755882.353,8660691.042
460,Urban,1105,Sh_Zahedan,10,25,70241176.47,12822222.22,23065486.73
495,Rural,20,Semnan,1,27,2136206.897,1215000,1835990.75
515,Rural,20,Semnan,2,31,2653529.412,2186363.636,2463316.13
563,Rural,20,Semnan,3,45,3098684.211,2693902.439,2914754.187
584,Rural,20,Semnan,4,57,3525000,3115806.452,3338219.364
605,Rural,20,Semnan,5,62,3936465.517,3528793.103,3703882.124
637,Rural,20,Semnan,6,57,4457291.667,3943534.483,4189871.351
662,Rural,20,Semnan,7,47,5158117.647,4463793.103,4752604.943
688,Rural,20,Semnan,8,58,6023529.412,5159259.259,5568283.312
728,Rural,20,Semnan,9,50,7556451.613,6059916.667,6798839.519
441,Urban,1304,Sh_Hamedan,10,46,228367647.1,14230645.16,28310764.85
475,Rural,11,Sistan,1,228,1844142.857,537500,1354588.599
507,Rural,11,Sistan,2,94,2263571.429,1852000,2039923.684
558,Rural,11,Sistan,3,60,2645454.545,2279761.905,2443283.728
586,Rural,11,Sistan,4,73,2998823.529,2655500,2811015.835
601,Rural,11,Sistan,5,61,3354545.455,3005000,3183753.073
635,Rural,11,Sistan,6,45,3773684.211,3358823.529,3558524.186
683,Rural,11,Sistan,7,38,4385312.5,3814069.767,4057229.023
714,Rural,11,Sistan,8,31,5156190.476,4418965.517,4713634.427
732,Rural,11,Sistan,9,32,6557954.545,5164583.333,5733083.318
449,Urban,2105,Sh_Yazd,10,18,62149500,15598529.41,23247286.87
476,Rural,23,Tehran,1,9,2809629.63,942000,2363725.926
527,Rural,23,Tehran,2,20,3530000,2965161.29,3278930.096
561,Rural,23,Tehran,3,29,4093611.111,3552187.5,3892509.999
581,Rural,23,Tehran,4,46,4674651.163,4132222.222,4392405.601
623,Rural,23,Tehran,5,51,5205000,4703750,4944090.243
631,Rural,23,Tehran,6,62,5915882.353,5229843.75,5554859.627
677,Rural,23,Tehran,7,63,6816045.455,5937000,6343930.113
705,Rural,23,Tehran,8,81,8022941.176,6858235.294,7382489.17
719,Rural,23,Tehran,9,72,10264117.65,8034545.455,8875885.492
469,Urban,2202,Sh_Bandarabas,10,18,514731000,17443518.52,51101014.26
487,Rural,21,Yazd,1,29,2733500,1207500,2216741.939
528,Rural,21,Yazd,2,34,3388382.353,2859705.882,3163433.893
540,Rural,21,Yazd,3,37,3963750,3405172.414,3670014.874
585,Rural,21,Yazd,4,45,4506496.296,3983870.968,4268909.695
606,Rural,21,Yazd,5,50,5035040,4510294.118,4777495.153
653,Rural,21,Yazd,6,56,5689032.258,5060000,5353217.562
668,Rural,21,Yazd,7,82,6584545.455,5708235.294,6098996.535
702,Rural,21,Yazd,8,76,7736683.333,6604545.455,7136903.321
730,Rural,21,Yazd,9,112,9878823.529,7746931.818,8623511.119
456,Urban,2301,Sh_Tehran,10,166,160092750,31103529.41,45103893.06
472,Rural,19,Zanjan,1,54,2718733.333,537425,1898509.429
520,Rural,19,Zanjan,2,48,3324415.625,2771590.909,3055974.257
537,Rural,19,Zanjan,3,59,3926983.333,3367058.824,3656160.537
582,Rural,19,Zanjan,4,52,4457961.667,3940259.259,4184201.308
610,Rural,19,Zanjan,5,61,4981472.581,4463962.963,4730992.967
646,Rural,19,Zanjan,6,60,5628122.222,4991896.552,5306742.548
665,Rural,19,Zanjan,7,42,6521981.25,5647128.529,6034509.701
689,Rural,19,Zanjan,8,51,7600062.5,6525537.778,6987774.795
742,Rural,19,Zanjan,9,50,9771693.529,7678981,8711890.615
461,Urban,3001,Sh_Karaj,10,55,52453000,18941470.59,28164152.81
