"","Year","WomanEmploy","ProvinceCode"
"1",84,0.116992896383477,0
"2",84,0.271933990647167,1
"3",84,0.307865645182195,2
"4",84,0.232406585659735,3
"5",84,0.380471713995797,4
"6",84,0.140295081996464,5
"7",84,0.119759064013625,6
"8",84,0.180900149239983,7
"9",84,0.182028525732603,8
"10",84,0.259960747521903,9
"11",84,0.181865022738612,10
"12",84,0.116265279272018,11
"13",84,0.241296356403808,12
"14",84,0.248897694080306,13
"15",84,0.242990813294393,14
"16",84,0.167545554260939,15
"17",84,0.279547651219281,16
"18",84,0.0463441410808602,17
"19",84,0.0740182061972997,18
"20",84,0.123025921454132,19
"21",84,0.0971185722179338,20
"22",84,0.224633410274585,21
"23",84,0.141984504774785,22
"24",84,0.0894933890381245,23
"25",84,0.352355534951312,24
"26",84,0.071668552098767,25
"27",84,0.121154855596375,26
"28",84,0.239311296472816,27
"29",84,0.0604252380815375,28
"30",84,0.206696417322832,29
"31",85,0.137647670621952,0
"32",85,0.259318335866719,1
"33",85,0.285980763837764,2
"34",85,0.327484707634632,3
"35",85,0.373693425581415,4
"36",85,0.158611765325428,5
"37",85,0.119306385464951,6
"38",85,0.172963078984631,7
"39",85,0.186047653894161,8
"40",85,0.265449932437357,9
"41",85,0.172195835137085,10
"42",85,0.120944623179491,11
"43",85,0.284093361258256,12
"44",85,0.244640386664444,13
"45",85,0.242461446065248,14
"46",85,0.0534484158177745,15
"47",85,0.281197816191373,16
"48",85,0.0564546248761208,17
"49",85,0.0786343453830018,18
"50",85,0.155571152267858,19
"51",85,0.0665695352183339,20
"52",85,0.224400604013762,21
"53",85,0.13541319062145,22
"54",85,0.110090887547673,23
"55",85,0.343961507263521,24
"56",85,0.0638964182358607,25
"57",85,0.129901260155221,26
"58",85,0.24692419625269,27
"59",85,0.0713079379693299,28
"60",85,0.111140299747571,29
"61",86,0.126621300045228,0
"62",86,0.283164128503591,1
"63",86,0.225061805289795,2
"64",86,0.332481566331408,3
"65",86,0.353943235581785,4
"66",86,0.195088931395472,5
"67",86,0.106718203994878,6
"68",86,0.175205179349918,7
"69",86,0.13931541719973,8
"70",86,0.268638678029309,9
"71",86,0.208676725014989,10
"72",86,0.105194497181192,11
"73",86,0.229954316490091,12
"74",86,0.210815293557496,13
"75",86,0.198040900844354,14
"76",86,0.0436770398790407,15
"77",86,0.297483158976314,16
"78",86,0.0724540458484461,17
"79",86,0.0881026429016838,18
"80",86,0.192872086974714,19
"81",86,0.100268167180487,20
"82",86,0.195162269312967,21
"83",86,0.1200416407075,22
"84",86,0.120134612327928,23
"85",86,0.359764585029269,24
"86",86,0.0393661245894411,25
"87",86,0.149676699099945,26
"88",86,0.237283972324496,27
"89",86,0.0958611536794942,28
"90",86,0.130512494663166,29
"91",87,0.0948907877217022,0
"92",87,0.24070600020051,1
"93",87,0.195862122325312,2
"94",87,0.233106379348599,3
"95",87,0.291231566772938,4
"96",87,0.190914597896515,5
"97",87,0.0899934375131051,6
"98",87,0.135239763732021,7
"99",87,0.153784732151306,8
"100",87,0.274530089095257,9
"101",87,0.160980021833439,10
"102",87,0.0982005847190859,11
"103",87,0.224141138544582,12
"104",87,0.185675222186158,13
"105",87,0.155544140039216,14
"106",87,0.148933794947733,15
"107",87,0.242697808013998,16
"108",87,0.0422399491407218,17
"109",87,0.0812888654911414,18
"110",87,0.0944474147585594,19
"111",87,0.073540520119983,20
"112",87,0.155881042302735,21
"113",87,0.0762866573629203,22
"114",87,0.104824892384305,23
"115",87,0.302615847271895,24
"116",87,0.0569443675924984,25
"117",87,0.121010770927754,26
"118",87,0.209576953837326,27
"119",87,0.139220452441863,28
"120",87,0.0896480634035392,29
"121",88,0.0958157242983118,0
"122",88,0.273246202414258,1
"123",88,0.197979482395408,2
"124",88,0.281084539015421,3
"125",88,0.23240739788857,4
"126",88,0.197071114554507,5
"127",88,0.103992391300865,6
"128",88,0.156719928987691,7
"129",88,0.0866831917330462,8
"130",88,0.266037416300216,9
"131",88,0.155791624005772,10
"132",88,0.070286066060228,11
"133",88,0.138066815813969,12
"134",88,0.184984481208942,13
"135",88,0.162679176539275,14
"136",88,0.151185804842051,15
"137",88,0.219330279947004,16
"138",88,0.0373324795156257,17
"139",88,0.0845465059294672,18
"140",88,0.0749876825516205,19
"141",88,0.0845533534434167,20
"142",88,0.153585554290979,21
"143",88,0.0939986745305578,22
"144",88,0.0947159722999883,23
"145",88,0.26888652702332,24
"146",88,0.0446377934071057,25
"147",88,0.0986163204420848,26
"148",88,0.205161841750745,27
"149",88,0.193414740199924,28
"150",88,0.0753894344698431,29
"151",89,0.0861371023958647,0
"152",89,0.238347322148007,1
"153",89,0.164734861260949,2
"154",89,0.218846853381776,3
"155",89,0.255233556768124,4
"156",89,0.168986748921346,5
"157",89,0.0947369796552383,6
"158",89,0.132479865813122,7
"159",89,0.0958832459245207,8
"160",89,0.230579215537524,9
"161",89,0.162551845784487,10
"162",89,0.100744869648407,11
"163",89,0.137508551875218,12
"164",89,0.160783546198883,13
"165",89,0.122290342362111,14
"166",89,0.12485133673365,15
"167",89,0.118237210278806,16
"168",89,0.0619158850065743,17
"169",89,0.105109959212352,18
"170",89,0.0735442984422511,19
"171",89,0.0729987238340971,20
"172",89,0.138827003156068,21
"173",89,0.0532315541729437,22
"174",89,0.0844101492741002,23
"175",89,0.266662461983679,24
"176",89,0.0590343422274514,25
"177",89,0.126916120559553,26
"178",89,0.198628456391068,27
"179",89,0.173434184813996,28
"180",89,0.0704000796610103,29
"181",90,0.0790646116491793,0
"182",90,0.22671106664344,1
"183",90,0.168778844604812,2
"184",90,0.138397136146773,3
"185",90,0.223140424520015,4
"186",90,0.189467054578697,5
"187",90,0.0758010995207642,6
"188",90,0.104939947582886,7
"189",90,0.0898672386754468,8
"190",90,0.226409491171889,9
"191",90,0.119863840927551,10
"192",90,0.0885997443061425,11
"193",90,0.118014309755384,12
"194",90,0.207475906362165,13
"195",90,0.125100472415138,14
"196",90,0.0592698437242433,15
"197",90,0.0715325253935725,16
"198",90,0.0580665640555484,17
"199",90,0.0925506616589593,18
"200",90,0.074935242289314,19
"201",90,0.0671343517182908,20
"202",90,0.13197322302606,21
"203",90,0.0720743530133504,22
"204",90,0.0887063721874253,23
"205",90,0.256266210039282,24
"206",90,0.0576135124543399,25
"207",90,0.112890479509877,26
"208",90,0.165008371320784,27
"209",90,0.15446368798257,28
"210",90,0.077882461911504,29
"211",90,0.0591741154443528,30
"212",91,0.102292044813158,0
"213",91,0.224944309806181,1
"214",91,0.177920054337896,2
"215",91,0.179614857371661,3
"216",91,0.177380450860383,4
"217",91,0.210972219851313,5
"218",91,0.0916543104136261,6
"219",91,0.115655231439477,7
"220",91,0.076096729356043,8
"221",91,0.211596097523555,9
"222",91,0.111462998293426,10
"223",91,0.0729215773069092,11
"224",91,0.123229307385576,12
"225",91,0.194733092646989,13
"226",91,0.139260021083977,14
"227",91,0.146114203584273,15
"228",91,0.0559589751197719,16
"229",91,0.0465680556361546,17
"230",91,0.0828131692810485,18
"231",91,0.142989383329472,19
"232",91,0.051342920217087,20
"233",91,0.12489650914141,21
"234",91,0.0643472998074836,22
"235",91,0.0930259075175723,23
"236",91,0.261642663863468,24
"237",91,0.0735194757698018,25
"238",91,0.133059725628764,26
"239",91,0.166479002209704,27
"240",91,0.15047765981944,28
"241",91,0.106529357877746,29
"242",91,0.0803907954019632,30
"243",92,0.0659898279619944,0
"244",92,0.140599617428401,1
"245",92,0.146293580368192,2
"246",92,0.197707268237102,3
"247",92,0.14092969182755,4
"248",92,0.141837146927011,5
"249",92,0.101639088916035,6
"250",92,0.102937940395956,7
"251",92,0.0657604777442088,8
"252",92,0.184458390447426,9
"253",92,0.151801007482484,10
"254",92,0.0765731536383423,11
"255",92,0.119222381475896,12
"256",92,0.14163209617579,13
"257",92,0.105016363542299,14
"258",92,0.116641963776151,15
"259",92,0.107727799696409,16
"260",92,0.0447808445502636,17
"261",92,0.0628332356629091,18
"262",92,0.151476033546325,19
"263",92,0.0723586612098626,20
"264",92,0.158170484941277,21
"265",92,0.0364864391325399,22
"266",92,0.0844102126825137,23
"267",92,0.244547739354508,24
"268",92,0.0753008284890202,25
"269",92,0.0916268619690622,26
"270",92,0.162429942821972,27
"271",92,0.14586812197862,28
"272",92,0.141887075355423,29
"273",92,0.0695790653693058,30
"274",93,0.0690494180203879,0
"275",93,0.153782004044473,1
"276",93,0.121778391694841,2
"277",93,0.215329425737848,3
"278",93,0.110466102686045,4
"279",93,0.167021526501772,5
"280",93,0.104327677763533,6
"281",93,0.0856860854168115,7
"282",93,0.0528743224756445,8
"283",93,0.146132639179804,9
"284",93,0.136554755517979,10
"285",93,0.0799512151984297,11
"286",93,0.103816039467035,12
"287",93,0.153842293490911,13
"288",93,0.0973450027511559,14
"289",93,0.188580083710315,15
"290",93,0.118375294623382,16
"291",93,0.0504253103736881,17
"292",93,0.0694370530722873,18
"293",93,0.153858860985856,19
"294",93,0.0734820720524067,20
"295",93,0.127265004706098,21
"296",93,0.06508807246509,22
"297",93,0.0942955681432489,23
"298",93,0.264868294599455,24
"299",93,0.0730169373217728,25
"300",93,0.113909611066906,26
"301",93,0.150583780883713,27
"302",93,0.15801559689632,28
"303",93,0.118404373083272,29
"304",93,0.0775047826492346,30
"305",94,0.0737400282336191,0
"306",94,0.175215410430005,1
"307",94,0.127614284794643,2
"308",94,0.226996326391992,3
"309",94,0.0837312411386847,4
"310",94,0.16707580035028,5
"311",94,0.121251400515484,6
"312",94,0.0902980966627764,7
"313",94,0.0476334526757598,8
"314",94,0.112546508829409,9
"315",94,0.109068886090476,10
"316",94,0.0607342281903314,11
"317",94,0.0979711964721065,12
"318",94,0.159749555754702,13
"319",94,0.112073071084478,14
"320",94,0.0781625056556934,15
"321",94,0.129244342101607,16
"322",94,0.0705474531047306,17
"323",94,0.0788878023669952,18
"324",94,0.192039992948868,19
"325",94,0.0961139874089491,20
"326",94,0.113739725934947,21
"327",94,0.0941608959277326,22
"328",94,0.0837634917969307,23
"329",94,0.21245601728309,24
"330",94,0.0675042239693503,25
"331",94,0.121977870764482,26
"332",94,0.173098410135486,27
"333",94,0.174543175937566,28
"334",94,0.117710868011111,29
"335",94,0.090231560015598,30
"336",95,0.0684136462037578,0
"337",95,0.169465783728361,1
"338",95,0.142421395498549,2
"339",95,0.230617918945482,3
"340",95,0.0743528375154811,4
"341",95,0.177046946097997,5
"342",95,0.0916195161803057,6
"343",95,0.104362822925456,7
"344",95,0.0606241584447413,8
"345",95,0.119060332197493,9
"346",95,0.116580965618418,10
"347",95,0.0723727808740242,11
"348",95,0.107673559944713,12
"349",95,0.14848793924475,13
"350",95,0.117575337635998,14
"351",95,0.115873842285112,15
"352",95,0.159387709087447,16
"353",95,0.060749895298637,17
"354",95,0.0865172442089884,18
"355",95,0.196038926355588,19
"356",95,0.0737762340076736,20
"357",95,0.115659876953715,21
"358",95,0.0781866207429843,22
"359",95,0.0887551312229305,23
"360",95,0.195612266833298,24
"361",95,0.0680293661155933,25
"362",95,0.132481593618912,26
"363",95,0.151266699111889,27
"364",95,0.202287758591219,28
"365",95,0.102420894120288,29
"366",95,0.0966444559894028,30
"367",96,0.0577569722131478,0
"368",96,0.146643424704558,1
"369",96,0.124017889925525,2
"370",96,0.155365880801578,3
"371",96,0.0873446677280141,4
"372",96,0.18975612918325,5
"373",96,0.104479940754836,6
"374",96,0.101176108551883,7
"375",96,0.0557331320843514,8
"376",96,0.129044102832901,9
"377",96,0.114650710494597,10
"378",96,0.0792167531569082,11
"379",96,0.106837275723685,12
"380",96,0.116245387444808,13
"381",96,0.163976033113977,14
"382",96,0.14268080325752,15
"383",96,0.165005501825338,16
"384",96,0.0708069969348555,17
"385",96,0.0835701589342082,18
"386",96,0.182170079460298,19
"387",96,0.0824697980759172,20
"388",96,0.118446594290513,21
"389",96,0.103574822546144,22
"390",96,0.0985736992808416,23
"391",96,0.203071466418544,24
"392",96,0.0909844393388909,25
"393",96,0.12112785429232,26
"394",96,0.170381600433309,27
"395",96,0.213952694978738,28
"396",96,0.114742279626072,29
"397",96,0.072796698564362,30
"398",97,0.0562923352676462,0
"399",97,0.127524853941632,1
"400",97,0.105948437249114,2
"401",97,0.149255036263619,3
"402",97,0.0643295331414128,4
"403",97,0.159587369555778,5
"404",97,0.0851505610817081,6
"405",97,0.103439328585281,7
"406",97,0.0644598768274787,8
"407",97,0.12625669727998,9
"408",97,0.119676808538366,10
"409",97,0.0746481193324375,11
"410",97,0.11452643480878,12
"411",97,0.078845631565229,13
"412",97,0.136385067078136,14
"413",97,0.149891344675889,15
"414",97,0.135139687657916,16
"415",97,0.102205578512397,17
"416",97,0.118603127102327,18
"417",97,0.177869601304106,19
"418",97,0.057170285431155,20
"419",97,0.122678082672468,21
"420",97,0.109307731718321,22
"421",97,0.102635250004542,23
"422",97,0.198113930648244,24
"423",97,0.0963051798550499,25
"424",97,0.139290742590342,26
"425",97,0.15963832931342,27
"426",97,0.189264598914523,28
"427",97,0.112184473111995,29
"428",97,0.0655829250013764,30
